ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
216266_s_at	5.09e-16	4.09e-18	-14.66934	31.132437	-4.1953476	ARFGEF1	ADP ribosylation factor guanine nucleotide exchange factor 1
213330_s_at	5.46e-16	4.40e-18	-14.63865	31.058907	-2.3574669	STIP1	stress induced phosphoprotein 1
243481_at	5.58e-16	4.52e-18	14.627442	31.03203	2.7445362	RHOJ	ras homolog family member J
218930_s_at	5.71e-16	4.64e-18	-14.616683	31.006212	-2.1922017	TMEM106B	transmembrane protein 106B
211090_s_at	5.81e-16	4.74e-18	-14.60776	30.984791	-4.9022769	PRPF4B	pre-mRNA processing factor 4B
228905_at	6.33e-16	5.20e-18	14.570054	30.894169	2.3370711	PCM1	pericentriolar material 1
229310_at	6.37e-16	5.25e-18	14.565902	30.884179	4.1409558	KLHL29	kelch like family member 29
216202_s_at	6.44e-16	5.32e-18	-14.55996	30.869879	-4.290783	SPTLC2	serine palmitoyltransferase long chain base subunit 2
1554679_a_at	6.73e-16	5.59e-18	-14.540111	30.822086	-5.6685237	LAPTM4B	lysosomal protein transmembrane 4 beta
206453_s_at	6.98e-16	5.82e-18	14.523424	30.781868	4.6029327	NDRG2	NDRG family member 2
204920_at	7.19e-16	6.03e-18	14.508761	30.746502	2.1000473	CPS1	carbamoyl-phosphate synthase 1
212165_at	7.19e-16	6.04e-18	-14.507848	30.744299	-2.319316	TMEM183B///TMEM183A	transmembrane protein 183B///transmembrane protein 183A
218324_s_at	7.38e-16	6.23e-18	-14.495237	30.713861	-3.2811779	SPATS2	spermatogenesis associated serine rich 2
1053_at	7.51e-16	6.36e-18	-14.486524	30.69282	-2.1513019	RFC2	replication factor C subunit 2
238964_at	7.65e-16	6.51e-18	14.476954	30.669701	3.6116958	FIGN	fidgetin, microtubule severing factor
200776_s_at	8.11e-16	6.92e-18	-14.451682	30.608592	-3.0874413	BZW1	basic leucine zipper and W2 domains 1
223038_s_at	8.13e-16	6.97e-18	-14.448882	30.601817	-3.7553666	FAM60A	family with sequence similarity 60 member A
203755_at	8.18e-16	7.04e-18	-14.444792	30.591919	-4.3507434	BUB1B	BUB1 mitotic checkpoint serine/threonine kinase B
213486_at	8.33e-16	7.21e-18	14.434527	30.567068	4.2948704	COPG2IT1	COPG2 imprinted transcript 1 (non-protein coding)
224376_s_at	8.33e-16	7.23e-18	-14.433833	30.565388	-2.3157382	TGIF2-C20orf24///C20orf24	TGIF2-C20orf24 readthrough///chromosome 20 open reading frame 24
202955_s_at	8.58e-16	7.48e-18	-14.419712	30.531182	-3.1357556	ARFGEF1	ADP ribosylation factor guanine nucleotide exchange factor 1
211668_s_at	8.58e-16	7.50e-18	-14.418605	30.528499	-5.5467855	PLAU	plasminogen activator, urokinase
1560144_at	8.77e-16	7.70e-18	14.407905	30.502562	5.5207725		
1569608_x_at	8.95e-16	7.88e-18	14.398201	30.47903	2.8261998	LOC105379426	ankyrin repeat domain-containing protein 20A2
200853_at	9.26e-16	8.18e-18	-14.382746	30.441524	-3.0461079	H2AFZ	H2A histone family member Z
219114_at	9.75e-16	8.65e-18	14.359791	30.385767	2.0289495	C3orf18	chromosome 3 open reading frame 18
210495_x_at	9.84e-16	8.76e-18	-14.354754	30.373524	-3.5628576	FN1	fibronectin 1
200755_s_at	1.02e-15	9.14e-18	-14.337367	30.33124	-2.9732633	CALU	calumenin
1555948_s_at	1.07e-15	9.62e-18	-14.316224	30.279774	-3.2003517	FAM120A	family with sequence similarity 120A
200700_s_at	1.13e-15	1.02e-17	-14.293233	30.22375	-3.1841621	KDELR2	KDEL endoplasmic reticulum protein retention receptor 2
201291_s_at	1.15e-15	1.04e-17	-14.283168	30.199204	-6.6712358	TOP2A	topoisomerase (DNA) II alpha
201091_s_at	1.17e-15	1.06e-17	-14.276796	30.183658	-1.9137248	CBX3	chromobox 3
225400_at	1.17e-15	1.06e-17	-14.275011	30.179301	-3.7339871	TSEN15	tRNA splicing endonuclease subunit 15
223993_s_at	1.18e-15	1.08e-17	-14.268768	30.164065	-2.9595888	CNIH4	cornichon family AMPA receptor auxiliary protein 4
200798_x_at	1.20e-15	1.10e-17	-14.261226	30.14565	-3.4875015	MCL1	BCL2 family apoptosis regulator
217094_s_at	1.21e-15	1.12e-17	-14.255921	30.132694	-2.4109436	ITCH	itchy E3 ubiquitin protein ligase
206632_s_at	1.27e-15	1.18e-17	-14.234576	30.08053	-4.9158781	APOBEC3B	apolipoprotein B mRNA editing enzyme catalytic subunit 3B
235759_at	1.29e-15	1.20e-17	14.227546	30.063337	3.0414386		
211574_s_at	1.35e-15	1.26e-17	-14.20779	30.014989	-4.9108171	CD46	CD46 molecule
235060_at	1.35e-15	1.26e-17	-14.206027	30.010674	-4.6623873	LOC100190986	uncharacterized LOC100190986
1555427_s_at	1.35e-15	1.27e-17	-14.203519	30.004533	-3.1771128	SYNCRIP	synaptotagmin binding cytoplasmic RNA interacting protein
200638_s_at	1.40e-15	1.31e-17	-14.189356	29.969837	-3.2614215	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta
207172_s_at	1.43e-15	1.35e-17	-14.179432	29.945513	-4.5369201	CDH11	cadherin 11
233868_x_at	1.45e-15	1.37e-17	14.170772	29.924277	1.9637262	ADAM33	ADAM metallopeptidase domain 33
212464_s_at	1.45e-15	1.38e-17	-14.168675	29.919133	-3.7404594	FN1	fibronectin 1
1554482_a_at	1.54e-15	1.47e-17	-14.144178	29.859004	-3.5085362	SAR1B	secretion associated Ras related GTPase 1B
210186_s_at	1.61e-15	1.54e-17	-14.123697	29.80868	-3.8622682	LOC101929368///FKBP1A	uncharacterized LOC101929368///FK506 binding protein 1A
200065_s_at	1.69e-15	1.62e-17	-14.103214	29.7583	-1.881093	MIR3620///ARF1	microRNA 3620///ADP ribosylation factor 1
204709_s_at	1.70e-15	1.64e-17	-14.10031	29.751152	-3.7342445	KIF23	kinesin family member 23
202899_s_at	1.70e-15	1.64e-17	-14.098312	29.746235	-2.832477	SRSF3	serine and arginine rich splicing factor 3
223386_at	1.70e-15	1.65e-17	-14.097518	29.744281	-2.8915788	FAM118B	family with sequence similarity 118 member B
209842_at	1.73e-15	1.69e-17	14.08741	29.719394	5.4390165	SOX10	SRY-box 10
201179_s_at	1.76e-15	1.72e-17	-14.079824	29.700709	-3.1798944	GNAI3	G protein subunit alpha i3
206742_at	1.85e-15	1.81e-17	14.058264	29.647565	5.1204257	PIR-FIGF///FIGF	PIR-FIGF readthrough///c-fos induced growth factor
208953_at	1.85e-15	1.82e-17	-14.056274	29.642657	-3.8631818	LARP4B	La ribonucleoprotein domain family member 4B
218302_at	1.89e-15	1.86e-17	-14.047366	29.620681	-4.4065229	PSENEN	presenilin enhancer gamma-secretase subunit
203622_s_at	1.89e-15	1.87e-17	-14.046036	29.617399	-2.9621626	PNO1	partner of NOB1 homolog
210337_s_at	1.90e-15	1.89e-17	-14.041213	29.605495	-4.489075	ACLY	ATP citrate lyase
209218_at	1.91e-15	1.91e-17	-14.038347	29.598419	-4.8693119	SQLE	squalene epoxidase
226728_at	1.94e-15	1.94e-17	14.031774	29.58219	2.5952459	SLC27A1	solute carrier family 27 member 1
236223_s_at	1.98e-15	1.99e-17	-14.020422	29.55415	-2.5761429	RIT1	Ras like without CAAX 1
203007_x_at	2.10e-15	2.12e-17	-13.995139	29.491644	-3.6637112	LYPLA1	lysophospholipase I
201096_s_at	2.25e-15	2.27e-17	-13.967383	29.422932	-3.8207803	ARF4	ADP ribosylation factor 4
212595_s_at	2.32e-15	2.35e-17	-13.953774	29.38921	-4.5197215	DAZAP2	DAZ associated protein 2
212134_at	2.39e-15	2.44e-17	13.939201	29.353073	2.3229495	MIR6716///PHLDB1	microRNA 6716///pleckstrin homology like domain family B member 1
224321_at	2.42e-15	2.47e-17	13.934202	29.340671	4.5557114	TMEFF2	transmembrane protein with EGF like and two follistatin like domains 2
216442_x_at	2.43e-15	2.49e-17	-13.930658	29.331878	-3.619043	FN1	fibronectin 1
210051_at	2.43e-15	2.51e-17	13.927959	29.32518	4.2140258	RAPGEF3	Rap guanine nucleotide exchange factor 3
206438_x_at	2.43e-15	2.51e-17	13.927938	29.325128	2.9020422	TCTN2	tectonic family member 2
243416_at	2.43e-15	2.51e-17	13.927446	29.323907	2.9885378		
201490_s_at	2.49e-15	2.59e-17	-13.915484	29.294207	-4.5675728	PPIF	peptidylprolyl isomerase F
231031_at	2.51e-15	2.61e-17	13.911604	29.28457	2.6861467	FGF7P3	fibroblast growth factor 7 pseudogene 3
226524_at	2.74e-15	2.87e-17	-13.874201	29.191581	-3.2476903	C3orf38	chromosome 3 open reading frame 38
235003_at	2.84e-15	2.98e-17	-13.859067	29.153907	-4.1431093	UHMK1	U2AF homology motif (UHM) kinase 1
1554747_a_at	2.89e-15	3.04e-17	-13.850206	29.131834	-4.5288326	SEPT2	septin 2
201727_s_at	3.03e-15	3.19e-17	-13.831207	29.084478	-2.7698759	ELAVL1	ELAV like RNA binding protein 1
222393_s_at	3.04e-15	3.23e-17	-13.826454	29.072625	-3.8743509	NAA50	N(alpha)-acetyltransferase 50, NatE catalytic subunit
210944_s_at	3.04e-15	3.23e-17	13.826374	29.072426	2.9062342	CAPN3	calpain 3
233878_s_at	3.04e-15	3.25e-17	-13.824198	29.066998	-3.8165976	XRN2	5'-3' exoribonuclease 2
222668_at	3.04e-15	3.25e-17	-13.823796	29.065994	-3.5040108	KCTD15	potassium channel tetramerization domain containing 15
205392_s_at	3.27e-15	3.51e-17	13.793508	28.990385	5.3607813	CCL15-CCL14///CCL14	CCL15-CCL14 readthrough (NMD candidate)///C-C motif chemokine ligand 14
217428_s_at	3.28e-15	3.52e-17	-13.791712	28.985898	-6.7838082	COL10A1	collagen type X alpha 1 chain
218567_x_at	3.60e-15	3.89e-17	-13.751733	28.885914	-3.6000234	DPP3	dipeptidyl peptidase 3
212623_at	3.60e-15	3.89e-17	-13.751617	28.885623	-3.7472356	TMEM41B	transmembrane protein 41B
213911_s_at	3.61e-15	3.91e-17	-13.749638	28.880668	-2.2009624	H2AFZ	H2A histone family member Z
213292_s_at	3.64e-15	3.96e-17	-13.745016	28.869094	-2.5830645	SNX13	sorting nexin 13
222522_x_at	3.70e-15	4.03e-17	-13.737461	28.850173	-2.4613575	MRPS10	mitochondrial ribosomal protein S10
235725_at	4.15e-15	4.56e-17	13.689047	28.728748	2.6716535	SMAD4	SMAD family member 4
222587_s_at	4.15e-15	4.57e-17	-13.68817	28.726547	-5.6331172	GALNT7	polypeptide N-acetylgalactosaminyltransferase 7
201629_s_at	4.15e-15	4.57e-17	-13.687678	28.725312	-3.6423997	ACP1	acid phosphatase 1, soluble
201591_s_at	4.25e-15	4.69e-17	13.677383	28.699451	2.1364394	NISCH	nischarin
223880_x_at	4.27e-15	4.73e-17	-13.674427	28.692024	-2.0645421	TGIF2-C20orf24///C20orf24	TGIF2-C20orf24 readthrough///chromosome 20 open reading frame 24
1555971_s_at	4.62e-15	5.14e-17	-13.64131	28.608741	-2.7748419	FBXO28	F-box protein 28
208867_s_at	4.65e-15	5.18e-17	-13.637808	28.599925	-3.9682823	CSNK1A1	casein kinase 1 alpha 1
201287_s_at	4.66e-15	5.21e-17	-13.636033	28.595458	-3.7274658	SDC1	syndecan 1
205895_s_at	4.68e-15	5.25e-17	-13.632957	28.587713	-3.8782097	NOLC1	nucleolar and coiled-body phosphoprotein 1
226765_at	4.79e-15	5.39e-17	13.622367	28.561042	2.7513404	SPTBN1	spectrin beta, non-erythrocytic 1
230028_at	4.85e-15	5.47e-17	-13.616252	28.545635	-2.968902	KIAA0907	KIAA0907
211919_s_at	4.90e-15	5.54e-17	-13.611281	28.533107	-5.5553658	CXCR4	C-X-C motif chemokine receptor 4
201446_s_at	4.97e-15	5.64e-17	-13.604521	28.516065	-3.1536983	TIA1	TIA1 cytotoxic granule-associated RNA binding protein
214119_s_at	5.00e-15	5.69e-17	-13.600599	28.506174	-3.8439714	LOC101929368///FKBP1A	uncharacterized LOC101929368///FK506 binding protein 1A
206560_s_at	5.26e-15	6.01e-17	13.579463	28.452846	4.1243178	MIA	melanoma inhibitory activity
218728_s_at	5.31e-15	6.08e-17	-13.574409	28.440085	-2.5776475	CNIH4	cornichon family AMPA receptor auxiliary protein 4
203087_s_at	5.31e-15	6.10e-17	-13.573476	28.43773	-3.5028652	KIF2A	kinesin family member 2A
240595_at	5.63e-15	6.48e-17	13.549507	28.377168	1.7932691		
203296_s_at	5.67e-15	6.55e-17	13.545319	28.366578	5.1045936	ATP1A2	ATPase Na+/K+ transporting subunit alpha 2
211537_x_at	5.71e-15	6.62e-17	-13.541173	28.356093	-3.5803462	MAP3K7	mitogen-activated protein kinase kinase kinase 7
204719_at	5.75e-15	6.68e-17	13.537754	28.347446	6.5564844	ABCA8	ATP binding cassette subfamily A member 8
228811_at	6.27e-15	7.30e-17	13.502204	28.257441	2.7908865		
231879_at	6.33e-15	7.40e-17	-13.497374	28.2452	-5.7568968	COL12A1	collagen type XII alpha 1 chain
244612_at	6.34e-15	7.43e-17	13.495347	28.240062	2.9367959		
222680_s_at	6.34e-15	7.45e-17	-13.494547	28.238035	-4.0527423	DTL	denticleless E3 ubiquitin protein ligase homolog
202654_x_at	6.42e-15	7.56e-17	-13.488607	28.222973	-3.5230746	MARCH7	membrane associated ring-CH-type finger 7
222981_s_at	6.54e-15	7.75e-17	-13.479139	28.198961	-3.1508928	RAB10	RAB10, member RAS oncogene family
232570_s_at	6.54e-15	7.75e-17	13.479046	28.198725	1.9004224	ADAM33	ADAM metallopeptidase domain 33
218360_at	6.72e-15	7.99e-17	-13.46709	28.168385	-3.8807011	RAB22A	RAB22A, member RAS oncogene family
1554890_a_at	6.72e-15	8.01e-17	-13.465905	28.165377	-2.606381	TIA1	TIA1 cytotoxic granule-associated RNA binding protein
238756_at	6.77e-15	8.08e-17	-13.462266	28.15614	-2.842132	GAS2L3	growth arrest specific 2 like 3
219550_at	6.79e-15	8.14e-17	13.459653	28.149506	2.5539922	ROBO3	roundabout guidance receptor 3
218755_at	6.90e-15	8.29e-17	-13.452551	28.131467	-4.0493234	KIF20A	kinesin family member 20A
48031_r_at	6.92e-15	8.34e-17	13.450239	28.125594	2.64146	FAXDC2	fatty acid hydroxylase domain containing 2
216591_s_at	6.94e-15	8.39e-17	-13.447817	28.119442	-4.4877214	SDHC	succinate dehydrogenase complex subunit C
222740_at	7.01e-15	8.50e-17	-13.442629	28.106258	-3.4069095	ATAD2	ATPase family, AAA domain containing 2
229890_at	7.19e-15	8.74e-17	13.431532	28.078049	1.2512796	LOC100507547///PRRT1	uncharacterized LOC100507547///proline rich transmembrane protein 1
221664_s_at	7.44e-15	9.07e-17	-13.417219	28.041644	-3.1088694	F11R	F11 receptor
218781_at	8.05e-15	9.84e-17	-13.385334	27.960449	-2.7017601	SMC6	structural maintenance of chromosomes 6
218049_s_at	8.12e-15	9.97e-17	-13.379921	27.946652	-2.6791267	MRPL13	mitochondrial ribosomal protein L13
201461_s_at	8.12e-15	9.98e-17	-13.379662	27.945992	-3.2149476	MAPKAPK2	mitogen-activated protein kinase-activated protein kinase 2
229308_at	8.25e-15	1.02e-16	13.372323	27.92728	3.2120512	ANKRD29	ankyrin repeat domain 29
230790_x_at	8.48e-15	1.05e-16	13.360898	27.898137	2.7402421	FOXN3	forkhead box N3
201920_at	8.65e-15	1.07e-16	-13.351953	27.875309	-2.1692513	SLC20A1	solute carrier family 20 member 1
223101_s_at	8.70e-15	1.08e-16	-13.348389	27.866211	-2.8405282	ARPC5L	actin related protein 2/3 complex subunit 5 like
204482_at	8.86e-15	1.10e-16	13.340168	27.845216	3.3719593	CLDN5	claudin 5
224829_at	9.02e-15	1.13e-16	-13.332335	27.825209	-4.2001636	CPEB4	cytoplasmic polyadenylation element binding protein 4
225833_at	9.14e-15	1.14e-16	-13.326144	27.809387	-2.075204	DAGLB	diacylglycerol lipase beta
208875_s_at	9.31e-15	1.17e-16	-13.317756	27.787944	-3.0344356	PAK2	p21 (RAC1) activated kinase 2
222717_at	9.34e-15	1.18e-16	13.315707	27.782706	5.0644536	SDPR	serum deprivation response
1555522_s_at	9.37e-15	1.18e-16	-13.313323	27.776608	-2.7078349	DPY30///MEMO1	dpy-30, histone methyltransferase complex regulatory subunit///mediator of cell motility 1
203063_at	9.76e-15	1.24e-16	13.296156	27.732687	2.6495488	PPM1F	protein phosphatase, Mg2+/Mn2+ dependent 1F
204768_s_at	9.79e-15	1.24e-16	-13.293932	27.726995	-3.7077293	FEN1	flap structure-specific endonuclease 1
211719_x_at	9.84e-15	1.25e-16	-13.291001	27.719491	-3.38581	FN1	fibronectin 1
219326_s_at	9.92e-15	1.27e-16	-13.286808	27.708756	-3.7517192	B3GNT2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2
244876_at	9.95e-15	1.27e-16	13.284688	27.703327	4.5097576		
217054_at	9.97e-15	1.28e-16	13.282835	27.698581	1.6683	MUC3A	mucin 3A, cell surface associated
241632_x_at	1.01e-14	1.30e-16	13.277494	27.684899	1.8204497		
202469_s_at	1.01e-14	1.30e-16	-13.275673	27.680233	-1.4146941	CPSF6	cleavage and polyadenylation specific factor 6
205462_s_at	1.02e-14	1.31e-16	-13.272612	27.67239	-3.4567008	HPCAL1	hippocalcin like 1
224429_x_at	1.04e-14	1.34e-16	13.263982	27.65027	2.3532975		
201309_x_at	1.04e-14	1.35e-16	-13.261092	27.642862	-4.3981311	NREP	neuronal regeneration related protein
204601_at	1.05e-14	1.37e-16	-13.255764	27.629198	-2.7219433	N4BP1	NEDD4 binding protein 1
209057_x_at	1.10e-14	1.44e-16	13.237804	27.58312	3.6010584	CDC5L	cell division cycle 5 like
209162_s_at	1.10e-14	1.44e-16	-13.235524	27.577267	-4.5069189	PRPF4	pre-mRNA processing factor 4
1555872_a_at	1.14e-14	1.50e-16	13.220415	27.538465	2.5799502	LOC728903///GLIDR	uncharacterized LOC728903///glioblastoma down-regulated RNA
208664_s_at	1.16e-14	1.53e-16	-13.212842	27.519007	-3.6849336	TTC3P1///TTC3	tetratricopeptide repeat domain 3 pseudogene 1///tetratricopeptide repeat domain 3
205644_s_at	1.17e-14	1.55e-16	-13.208889	27.508846	-1.2857315	SNRPG	small nuclear ribonucleoprotein polypeptide G
225402_at	1.18e-14	1.56e-16	-13.204406	27.497322	-3.2936262	TP53RK	TP53 regulating kinase
209201_x_at	1.26e-14	1.68e-16	-13.177395	27.427831	-5.41052	CXCR4	C-X-C motif chemokine receptor 4
212932_at	1.27e-14	1.68e-16	-13.176221	27.424806	-2.5264735	RAB3GAP1	RAB3 GTPase activating protein catalytic subunit 1
235293_at	1.27e-14	1.69e-16	13.173743	27.418428	1.8592278		
224061_at	1.29e-14	1.72e-16	13.168085	27.403857	4.2038228	INMT	indolethylamine N-methyltransferase
235753_at	1.32e-14	1.77e-16	13.156915	27.375079	3.0858266	HOXA7	homeobox A7
220386_s_at	1.33e-14	1.79e-16	-13.152238	27.363026	-4.2474784	EML4	echinoderm microtubule associated protein like 4
202613_at	1.36e-14	1.83e-16	-13.142618	27.338223	-3.8867632	CTPS1	CTP synthase 1
242731_x_at	1.36e-14	1.84e-16	13.141377	27.335023	1.3206478	BMPR1A	bone morphogenetic protein receptor type 1A
222906_at	1.36e-14	1.84e-16	-13.140571	27.332944	-2.4892226	FLVCR1	feline leukemia virus subgroup C cellular receptor 1
233810_x_at	1.38e-14	1.87e-16	13.134933	27.318402	3.7717656		
202058_s_at	1.42e-14	1.94e-16	-13.121603	27.284003	-3.5568119	KPNA1	karyopherin subunit alpha 1
222158_s_at	1.42e-14	1.94e-16	-13.120961	27.282346	-3.5328629	DESI2	desumoylating isopeptidase 2
217791_s_at	1.43e-14	1.96e-16	-13.11735	27.273024	-3.3557878	ALDH18A1	aldehyde dehydrogenase 18 family member A1
202397_at	1.43e-14	1.96e-16	-13.117205	27.27265	-2.8723874	NUTF2P4///NUTF2	nuclear transport factor 2 pseudogene 4///nuclear transport factor 2
214435_x_at	1.47e-14	2.02e-16	-13.10555	27.242547	-2.6653528	RALA	RALA Ras like proto-oncogene A
222399_s_at	1.55e-14	2.13e-16	-13.083914	27.186622	-3.5092432	TM9SF3	transmembrane 9 superfamily member 3
206879_s_at	1.55e-14	2.14e-16	13.08321	27.184803	1.794301	NRG2	neuregulin 2
221079_s_at	1.56e-14	2.16e-16	-13.079187	27.174396	-3.1795829	METTL2A///METTL2B	methyltransferase like 2A///methyltransferase like 2B
204244_s_at	1.56e-14	2.17e-16	-13.077993	27.171308	-3.0050426	DBF4	DBF4 zinc finger
209055_s_at	1.60e-14	2.23e-16	-13.06771	27.1447	-3.2051211	CDC5L	cell division cycle 5 like
219065_s_at	1.63e-14	2.27e-16	-13.060189	27.12523	-1.8234642	DPY30///MEMO1	dpy-30, histone methyltransferase complex regulatory subunit///mediator of cell motility 1
1555778_a_at	1.63e-14	2.28e-16	-13.058525	27.120922	-4.9839809	POSTN	periostin
233303_at	1.66e-14	2.33e-16	-13.050517	27.100184	-3.4148129		
212016_s_at	1.67e-14	2.34e-16	-13.047695	27.092873	-3.5943821	MIR4745///PTBP1	microRNA 4745///polypyrimidine tract binding protein 1
208689_s_at	1.77e-14	2.49e-16	-13.024417	27.032533	-2.3597948	RPN2	ribophorin II
218726_at	1.80e-14	2.54e-16	-13.01694	27.013135	-3.4387412	HJURP	Holliday junction recognition protein
206113_s_at	1.83e-14	2.59e-16	-13.009338	26.993409	-4.1857724	RAB5A	RAB5A, member RAS oncogene family
1554575_a_at	1.86e-14	2.63e-16	-13.002915	26.976734	-2.6905697	BPNT1	3'(2'), 5'-bisphosphate nucleotidase 1
225439_at	1.87e-14	2.65e-16	-13.000668	26.970899	-3.146707	NUDCD1	NudC domain containing 1
209686_at	1.89e-14	2.68e-16	12.995591	26.957715	5.3561009	S100B	S100 calcium binding protein B
224917_at	1.89e-14	2.70e-16	-12.99307	26.951168	-4.818647	MIR21///VMP1	microRNA 21///vacuole membrane protein 1
1555730_a_at	1.90e-14	2.72e-16	-12.990882	26.945484	-4.2206633	CFL1	cofilin 1
215438_x_at	1.90e-14	2.72e-16	-12.990732	26.945092	-1.7946715	GSPT1	G1 to S phase transition 1
202666_s_at	1.93e-14	2.77e-16	-12.983539	26.926403	-2.1538597	ACTL6A	actin like 6A
228548_at	1.95e-14	2.81e-16	12.978593	26.913547	2.419977	RAP1A	RAP1A, member of RAS oncogene family
202667_s_at	2.00e-14	2.88e-16	-12.968683	26.887781	-2.9171034	SLC39A7	solute carrier family 39 member 7
222507_s_at	2.03e-14	2.94e-16	-12.96072	26.867069	-3.8931264	TMEM9B	TMEM9 domain family member B
217826_s_at	2.10e-14	3.04e-16	-12.947762	26.833346	-3.4328666	UBE2J1	ubiquitin conjugating enzyme E2 J1
204731_at	2.14e-14	3.10e-16	12.939867	26.812786	6.2983698	TGFBR3	transforming growth factor beta receptor 3
201476_s_at	2.14e-14	3.12e-16	-12.937968	26.807843	-3.6087869	RRM1	ribonucleotide reductase catalytic subunit M1
219390_at	2.15e-14	3.13e-16	-12.936067	26.80289	-2.9484798	FKBP14	FK506 binding protein 14
203553_s_at	2.15e-14	3.15e-16	-12.934058	26.797656	-2.9718364	MAP4K5	mitogen-activated protein kinase kinase kinase kinase 5
201088_at	2.16e-14	3.17e-16	-12.931794	26.791758	-2.7310885	KPNA2	karyopherin subunit alpha 2
221676_s_at	2.17e-14	3.19e-16	-12.929406	26.785538	-2.7921415	CORO1C	coronin 1C
202272_s_at	2.19e-14	3.22e-16	-12.925427	26.775169	-3.0552792	FBXO28	F-box protein 28
234243_at	2.19e-14	3.23e-16	12.924633	26.773098	2.096856	RPF1	ribosome production factor 1 homolog
222537_s_at	2.27e-14	3.35e-16	-12.910035	26.735038	-3.9123367	CDC42SE1	CDC42 small effector 1
225195_at	2.29e-14	3.40e-16	-12.904541	26.720708	-3.1534849	DPH3	diphthamide biosynthesis 3
222645_s_at	2.35e-14	3.49e-16	-12.894317	26.694029	-2.6695614	KCTD5	potassium channel tetramerization domain containing 5
232951_at	2.37e-14	3.53e-16	12.890673	26.684516	2.5692254		
228409_at	2.37e-14	3.54e-16	12.88892	26.679941	6.3802325	PLIN4	perilipin 4
217807_s_at	2.40e-14	3.60e-16	12.883347	26.665389	1.9922373	SNORD23///GLTSCR2	small nucleolar RNA, C/D box 23///glioma tumor suppressor candidate region gene 2
